Year,Board Code,Board Name,School Code,School Name,Mail Address Line 1,Mail Address Line 2,Mailing Postal Code,Civic Address Line 1,Civic Address Line 2,Civic Postal Code,Telephone,Fax,Email
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,925,ASPOTOGAN CONSOLIDATED ELEMENTARY SCHOOL,105 PARKWOOD DR,MILL COVE NS,B0J 1T0,,,,9028572600,9028572601,ACES@SSRSB.CA
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,926,BAYVIEW COMMUNITY SCHOOL,PO BOX 160,MAHONE BAY NS,B0J 2E0,110 CLEARWAY ST,MAHONE BAY NS,B0J 2E0,9026242120,9026242124,BCS@SSRSB.CA
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,405,BIG TANCOOK ELEMENTARY SCHOOL,36 SCHOOL RD,BIG TANCOOK ISLAND NS,B0J 3G0,,,,9022288300,9022288301,BTES@SSRSB.CA
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,1156,BLUENOSE ACADEMY,PO BOX 1210,LUNENBURG NS,B0J 2C0,18 TANNERY RD,LUNENBURG NS,B0J 2C0,9026342200,9026342210,BA@SSRSB.CA
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,509,BRIDGEWATER ELEMENTARY SCHOOL,130 YORK ST,BRIDGEWATER NS,B4V 1R3,,,,9025418240,9025418250,BES@SSRSB.CA
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,508,BRIDGEWATER JUNIOR HIGH SCHOOL,100 YORK ST,BRIDGEWATER NS,B4V 1R3,,,,9025418260,9025418270,BJHS@SSRSB.CA
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,216,CHESTER AREA MIDDLE SCHOOL,PO BOX 440,CHESTER NS,B0J 1J0,204 DUKE ST,CHESTER NS,B0J 1J0,9022752720,9022752730,CAMS@SSRSB.CA
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,207,CHESTER DISTRICT ELEMENTARY SCHOOL,PO BOX 368,CHESTER NS,B0J 1J0,202 DUKE ST,CHESTER NS,B0J 1J0,9022752750,9022752755,CDES@SSRSB.CA
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,386,DR. JOHN C. WICKWIRE ACADEMY,311 PORT MOUTON RD,LIVERPOOL NS,B0T 1K0,,,,9023547660,9023547666,DJCWA@SSRSB.CA
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,80,FOREST HEIGHTS COMMUNITY SCHOOL,PO BOX 29,CHESTER BASIN NS,B0J 1K0,847 HWY 12,CHESTER BASIN NS,B0J 1K0,9022752700,9022752710,FHCS@SSRSB.CA
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,1150,GREENFIELD ELEMENTARY SCHOOL,5060 HWY 210,GREENFIELD NS,B0T 1E0,,,,9026855400,9026855401,GES@SSRSB.CA
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,917,HEBBVILLE ACADEMY,16147 HWY 3,HEBBVILLE NS,B4V 6Y1,,,,9025418280,9025418290,HA@SSRSB.CA
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,710,LIVERPOOL REGIONAL HIGH SCHOOL,PO BOX 1266,LIVERPOOL NS,B0T 1K0,104 COLLEGE ST,LIVERPOOL NS,B0T 1K0,9023547600,9023547610,LRHS@SSRSB.CA
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,397,NEW GERMANY ELEMENTARY SCHOOL,150 SCHOOL ST,NEW GERMANY NS,B0R 1E0,,,,9026445020,9026445022,NGES@SSRSB.CA
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,402,NEW GERMANY RURAL HIGH SCHOOL,44 SCHOOL ST,NEW GERMANY NS,B0R 1E0,,,,9026445000,9026445010,NGRHS@SSRSB.CA
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,214,NEW ROSS CONSOLIDATED SCHOOL,PO BOX 10,NEW ROSS NS,B0J 2M0,4689 HWY 12,NEW ROSS NS,B0J 2M0,9026896100,9026896110,NRCS@SSRSB.CA
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,404,NEWCOMBVILLE ELEMENTARY SCHOOL,4220 HWY 325,NEWCOMBVILLE NS,B4V 7W2,,,,9025418230,9025418231,NES@SSRSB.CA
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,459,NORTH QUEENS COMMUNITY SCHOOL,PO BOX 184,CALEDONIA NS,B0T 1E0,40 WEST CALEDONIA RD,CALEDONIA NS,B0T 1B0,9026823500,9026823510,NQCS@SSRSB.CA
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,409,PARK VIEW EDUCATION CENTRE,1485 KING ST,BRIDGEWATER NS,B4V 1C4,,,,9025418200,9025418210,PVEC@SSRSB.CA
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,400,PENTZ ELEMENTARY SCHOOL,PO BOX 88,LAHAVE NS,B0R 1C0,2680 HWY 331,LAHAVE NS,B0R 1C0,9026883210,9026883211,PES@SSRSB.CA
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,401,PETITE RIVIÈRE ELEMENTARY SCHOOL,123 WENTZELL RD,PETITE RIVIÈRE NS,B4V 5Y2,,,,9026883200,9026883201,PRES@SSRSB.CA
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,1185,SOUTH QUEENS MIDDLE SCHOOL,PO BOX 1288,LIVERPOOL NS,B0T 1K0,157 OLD BRIDGE ST,LIVERPOOL NS,B0T 1K0,9023547640,9023547650,SQMS@SSRSB.CA
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,1171,SSRCE ADULT HIGH SCHOOL,PO BOX 1974,LIVERPOOL NS,B0T 1K0,137 OLD BRIDGE ST,LIVERPOOL NS,B0T 1K0,9023547630,9023547631,SSILC@SSRCE.CA
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,1172,SSRCE ALTERNATE PROGRAMS,45 SCHOOL ST,MAHONE BAY NS,B0J 2E0,,,,9026242101,9026242103,SSILC@SSRSB.CA
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,394,WEST NORTHFIELD ELEMENTARY SCHOOL,6 VICTORIA ACRES DR,WEST NORTHFIELD NS,B4V 5C7,,,,9025418220,9025418221,WNES@SSRSB.CA
2018-2019,59,TRI-COUNTY REGIONALCENTRE FOR EDUCATION,167,BARRINGTON MUNICIPAL HIGH SCHOOL,536 OAK PARK RD,BARRINGTON NS,B0W 1E0,536 OAK PARK RD,BARRINGTON NS,B0W 1E0,9026374310,9026374320,BMHS@TCRSB.CA
2018-2019,59,TRI-COUNTY REGIONALCENTRE FOR EDUCATION,497,CARLETON CONSOLIDATED SCHOOL,4014 HWY 340,CARLETON NS,B5A 5P8,,,,9027614200,9027614202,CCES@TCRCE.CA
2018-2019,59,TRI-COUNTY REGIONALCENTRE FOR EDUCATION,511,CLARK'S HARBOUR ELEMENTARY SCHOOL,PO BOX 130,CLARK'S HARBOUR NS,B0W 1P0,29 SCHOOL ST,CLARK'S HARBOUR NS,B0W 1P0,9027453710,9027453711,CHES@TCRCE.CA
2018-2019,59,TRI-COUNTY REGIONALCENTRE FOR EDUCATION,541,DIGBY ELEMENTARY SCHOOL,PO BOX 1538,DIGBY NS,B0V 1A0,20 SHREVE ST,DIGBY NS,B0V 1A0,9022457550,9022457555,DES@TCRCE.CA
2018-2019,59,TRI-COUNTY REGIONALCENTRE FOR EDUCATION,257,DIGBY NECK CONSOLIDATED SCHOOL,RR 1,SANDY COVE NS,B0V 1E0,6203 SANDY COVE RD,DIGBY NECK NS,B0V 1E0,9028346600,9028346602,DNCES@TCRSB.CA
2018-2019,59,TRI-COUNTY REGIONALCENTRE FOR EDUCATION,709,DIGBY REGIONAL HIGH SCHOOL,PO BOX 1660,DIGBY NS,B0V 1A0,107 KING ST,DIGBY NS,B0V 1A0,9022457500,9022457518,DRHS@TCRCE.CA
2018-2019,59,TRI-COUNTY REGIONALCENTRE FOR EDUCATION,981,DRUMLIN HEIGHTS CONSOLIDATED SCHOOL,RR 1,GLENWOOD NS,B0W 1W0,5428 HWY 3,GLENWOOD NS,B0W 1W0,9026436000,9026436006,DHCS@TCRCE.CA
2018-2019,59,TRI-COUNTY REGIONALCENTRE FOR EDUCATION,733,EVELYN RICHARDSON MEMORIAL ELEMENTARY SCHOOL,PO BOX 160,SHAG HARBOUR NS,B0W 3B0,5961 HWY 3,SHAG HARBOUR NS,B0W 3B0,9027233800,9027233801,ERMES@TCRCE.CA
2018-2019,59,TRI-COUNTY REGIONALCENTRE FOR EDUCATION,927,FOREST RIDGE ACADEMY,PO BOX 128,BARRINGTON NS,B0W 1E0,59 FOREST VIEW DR,BARRINGTON NS,B0W 1E0,9026374340,9026374342,FRA@TCRCE.CA
2018-2019,59,TRI-COUNTY REGIONALCENTRE FOR EDUCATION,79,HILLCREST ACADEMY,PO BOX 40,SHELBURNE NS,B0T 1W0,127 KING ST,SHELBURNE NS,B0T 1W0,9028755300,9028755301,HIA@TCRCE.CA
2018-2019,59,TRI-COUNTY REGIONALCENTRE FOR EDUCATION,259,ISLANDS CONSOLIDATED SCHOOL,PO BOX 80,FREEPORT NS,B0V 1B0,75 OVERCOVE RD,FREEPORT NS,B0V 1B0,9028396300,9028396303,ICS@TCRCE.CA
2018-2019,59,TRI-COUNTY REGIONALCENTRE FOR EDUCATION,624,LOCKEPORT ELEMENTARY SCHOOL,PO BOX 280,LOCKEPORT NS,B0T 1L0,73 BEACH ST,LOCKEPORT NS,B0T 1L0,9026567100,9026567101,LES@TCRCE.CA
2018-2019,59,TRI-COUNTY REGIONALCENTRE FOR EDUCATION,711,LOCKEPORT REGIONAL HIGH SCHOOL,PO BOX 129,LOCKEPORT NS,B0T 1L0,10 LOCKE ST,LOCKEPORT NS,B0T 1L0,9026567110,9026567120,LHS@TCRCE.CA
2018-2019,59,TRI-COUNTY REGIONALCENTRE FOR EDUCATION,410,MAPLE GROVE EDUCATION CENTRE,52 GROVE MEMORIAL DR,HEBRON NS,B0W 1X0,,,,9027495160,9027495170,MGEC@TCRCE.CA
2018-2019,59,TRI-COUNTY REGIONALCENTRE FOR EDUCATION,928,MEADOWFIELDS COMMUNITY SCHOOL,106 PROSPECT ST,YARMOUTH NS,B5A 4J2,,,,9027492880,9027492888,MCS@TCRCE.CA
2018-2019,59,TRI-COUNTY REGIONALCENTRE FOR EDUCATION,199,PLYMOUTH SCHOOL,RR 1,ARCADIA NS,B0W 1B0,849 HWY 334,PLYMOUTH NS,B0W 1B0,9026632000,9026632005,PS@TCRCE.CA
2018-2019,59,TRI-COUNTY REGIONALCENTRE FOR EDUCATION,498,PORT MAITLAND CONSOLIDATED SCHOOL,PO BOX 70,PORT MAITLAND NS,B5A 5T3,3072 HWY 1,PORT MAITLAND NS,B5A 5T3,9026494400,9026494404,PMCES@TCRCE.CA
2018-2019,59,TRI-COUNTY REGIONALCENTRE FOR EDUCATION,716,SHELBURNE REGIONAL HIGH SCHOOL,PO BOX 10,SHELBURNE NS,B0T 1W0,415 WOODLAWN DR,SHELBURNE NS,B0T 1W0,9028754900,9028754909,SRHS@TCRCE.CA
2018-2019,59,TRI-COUNTY REGIONALCENTRE FOR EDUCATION,977,ST. MARY'S BAY ACADEMY,RR 1,WEYMOUTH NS,B0W 3T0,4079 HWY 1,ST BERNARD NS,B0W 3T0,9028372340,9028372345,SMBA@TCRCE.CA
2018-2019,59,TRI-COUNTY REGIONALCENTRE FOR EDUCATION,256,WEYMOUTH CONSOLIDATED SCHOOL,PO BOX 400,WEYMOUTH NS,B0W 3T0,4695 HWY 1,WEYMOUTH NS,B0W 3T0,9028372310,9028372320,WCS@TCRCE.CA
2018-2019,59,TRI-COUNTY REGIONALCENTRE FOR EDUCATION,704,YARMOUTH CENTRAL SCHOOL,53 PARADE ST,YARMOUTH NS,B5A 3B1,,,,9027492860,9027492866,YCES@TCRCE.CA
2018-2019,59,TRI-COUNTY REGIONALCENTRE FOR EDUCATION,1178,YARMOUTH CONSOLIDATED MEMORIAL HIGH SCHOOL,146 FOREST ST,YARMOUTH NS,B5A 0B3,,,,9027492810,9027492811,YCMHS@TCRCE.CA
2019-2020,51,Cape Breton Victoria Regional Centre for Education,96,Baddeck Academy,PO Box 310,Baddeck NS,B0E 1B0,320 Shore Rd,Baddeck NS,B0E 1B0,902-295-2359,902-295-1263,barbmac@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,93,Boularderie Elementary School,12065 Kempt Rd,Boularderie NS,B1X 1J9,12065 Kempt Rd,Boularderie NS,B1X 1J9,902-674-2716,902-674-0117,laveryb1@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,101,Bras d'Or Elementary School,10 Alder Pt. Rd,Bras d`Or NS,B1Y 2K1,10 Alder Pt. Rd,Bras d`Or NS,B1Y 2K1,902-736-4000,902-736-1091,kubleks@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,640,Breton Education Centre,667 8th St,New Waterford NS,B1H 3T4,667 8th St,New Waterford NS,B1H 3T4,902-862-6432,902-862-7330,daucoin@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,995,Brookland Elementary School,153 Cottage Rd,Sydney NS,B1P 2E5,153 Cottage Rd,Sydney NS,B1P 2E5,902-562-0768,902-563-4560,jlively@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,107,Cabot Education Centre,32039 Cabot Trail,Neil's Harbour NS,B0C 1N0,32039 Cabot Trail,Neil's Harbour NS,B0C 1N0,902-336-2266,902-336-2525,simmsdj@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,962,Cape Smokey Elementary School,PO Box 269,Ingonish NS,B0C 1K0,39 Brandon Lane,Ingonish NS,B0C 1K0,902-285-2638,902-285-2892,hardym2@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,1169,CBVRCE Adult High School,290 Whitney Ave,Sydney NS,B1P 5A6,290 Whitney Ave,Sydney NS,B1P 5A6,902-562-5178,902-562-1605,hpatters@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,186,Coxheath Elementary School,30 Mt. Florence St,Coxheath NS,B1R 1T8,30 Mt. Florence St,Coxheath NS,B1R 1T8,902-562-4961,902-562-6192,tleblan1@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,1101,Cusack School,500 Birch Hill Dr,Sydney NS,B1P 3V9,500 Birch Hill Dr,Sydney NS,B1P 3V9,902-564-0431,902-562-6871,orychoa1@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,996,Donkin School,81 Centre Ave,Donkin NS,B0A 1G0,81 Centre Ave,Donkin NS,B0A 1G0,902-737-2120,902-737-1018,jacksonbm@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,98,Dr. T.L. Sullivan School,256 Park Rd,Florence NS,B1Y 1N2,256 Park Rd,Florence NS,B1Y 1N2,902-736-6273,902-736-8844,yorkec1@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,1153,Ferrisview Elementary School,83 Archibald Ave,North Sydney NS,B2A 2W9,83 Archibald Ave,North Sydney NS,B2A 2W9,902-794-7137,902-794-6237,boutj@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,416,Glace Bay Elementary School,135 Brookside St,Glace Bay NS,B1A 1K8,135 Brookside St,Glace Bay NS,B1A 1K8,902-849-3256,902-849-3261,shepardr@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,8,Glace Bay High School,201 Reserve St,Glace Bay NS,B1A 4W3,201 Reserve St,Glace Bay NS,B1A 4W3,902-849-4247,902-849-2700,gbh@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,963,Greenfield Elementary School,25 James St,River Ryan NS,B1H 1B8,25 James St,River Ryan NS,B1H 1B8,902-862-4000,902-862-4005,macdous13@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,964,Harbourside Elementary School,15 Church St,Sydney NS,B1N 2R3,15 Church St,Sydney NS,B1N 2R3,902-563-4520,902-563-4523,dbeaton@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,549,John Bernard Croak V.C. Memorial School,10 Second St,Glace Bay NS,B1A 5Z4,10 Second St,Glace Bay NS,B1A 5Z4,902-849-2003,902-842-2212,rmuller@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,960,Jubilee Elementary School,755 Main St,Sydney Mines NS,B1V 2L4,755 Main St,Sydney Mines NS,B1V 2L4,902-736-3310,902-736-7510,imackaycarroll@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,202,Malcolm Munroe Middle School,125 Kenwood Dr,Sydney NS,B1S 1T8,125 Kenwood Dr,Sydney NS,B1S 1T8,902-564-4587,902-564-1666,smcampbell@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,183,Marion Bridge School,3845 Gabarus Hwy,Marion Bridge NS,B1K 1A6,3845 Gabarus Hwy,Marion Bridge NS,B1K 1A6,902-727-2980,902-727-2765,ruthclarke@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,82,Memorial Composite High School,300 Memorial Dr,Sydney Mines NS,B1V 2Y5,300 Memorial Dr,Sydney Mines NS,B1V 2Y5,902-736-6233,902-736-3895,nicholc7@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,83,Middle River Consolidated,2248 Cabot Trail,Middle River NS,B0E 1B0,2248 Cabot Trail,Middle River NS,B0E 1B0,902-295-2842,902-295-2842,rcordy@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,997,Mountainview Elementary School,21 Delta Dr,Howie Centre NS,B1L 1G9,21 Delta Dr,Howie Centre NS,B1L 1G9,902-562-8880,902-562-7271,paul3@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,961,North Highlands Elementary School,1363 Bay St. Lawrence Rd,Aspy Bay NS,B0C 1G0,1363 Bay St. Lawrence Rd,Aspy Bay NS,B0C 1G0,902-383-2186,902-383-2381,angelacurrie@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,1154,Oceanview Education Centre,60 Wallaces Rd,Glace Bay NS,B1A 4N5,60 Wallaces Rd,Glace Bay NS,B1A 4N5,902-842-4488,902-849-5541,goneill@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,1142,Rankin School of the Narrows,4144 Hwy 223,Iona NS,B2C 1A4,4144 Hwy 223,Iona NS,B2C 1A4,902-725-2210,902-725-1255,macneilt@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,973,Riverside School,7430 Hornes Rd,Albert Bridge NS,B0A 1P0,7430 Hornes Rd,Albert Bridge NS,B0A 1P0,902-563-4535,902-563-4539,browns5@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,203,Riverview High School,57 Coxheath Rd,Sydney NS,B1R 1R4,57 Coxheath Rd,Sydney NS,B1R 1R4,902-564-5411,902-567-2575,joemc@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,182,Robin Foote Elementary School,125 Sunnydale Dr,Westmount NS,B1R 1J4,125 Sunnydale Dr,Westmount NS,B1R 1J4,902-539-3031,902-562-6816,lastephen@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,113,Seton Elementary School,25 Wilkie Ave,North Sydney NS,B2A 1Y5,25 Wilkie Ave,North Sydney NS,B2A 1Y5,902-794-2419,902-794-6241,briggsj1@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,646,Sherwood Park Education Centre,500 Terrace St,Sydney NS,B1P 6N1,500 Terrace St,Sydney NS,B1P 6N1,902-563-7732,902-562-6834,gartland@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,972,Shipyard Elementary School,30 Mt. Kemmel St,Sydney NS,B1S 3V6,30 Mt. Kemmel St,Sydney NS,B1S 3V6,902-562-8878,902-562-8674,oliverg@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,561,St. Anne's Elementary School,30 Official Row,Glace Bay NS,B1A 2W9,30 Official Row,Glace Bay NS,B1A 2W9,902-849-5661,902-849-1645,tettinger@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,688,Sydney Academy,49 Terrace St,Sydney NS,B1P 2L4,49 Terrace St,Sydney NS,B1P 2L4,902-562-5464,902-564-4472,kdeveaux@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,117,Sydney Mines Middle School,596 Main St,Sydney Mines NS,B1V 2K8,596 Main St,Sydney Mines NS,B1V 2K8,902-736-8549,902-736-0945,lisaml@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,185,Sydney River Elementary School,35 Phillips St,Sydney River NS,B1S 1M8,35 Phillips St,Sydney River NS,B1S 1M8,902-567-2144,902-567-0079,kmcnenly@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,175,Tompkins Memorial Elementary School,60 Main St,Reserve Mines NS,B1E 1E5,60 Main St,Reserve Mines NS,B1E 1E5,902-849-3803,902-849-1586,mcleodm2@gnspes.ca
2019-2020,51,Cape Breton Victoria Regional Centre for Education,667,Whitney Pier Memorial Middle School,199 Jamieson St,Whitney Pier NS,B1N 2P7,199 Jamieson St,Whitney Pier NS,B1N 2P7,902-562-6130,902-562-6720,delm@gnspes.ca
2019-2020,52,Strait Regional Centre for Education,934,Antigonish Education Centre,30 Appleseed Dr,Antigonish NS,B2G 3B6,30 Appleseed Dr,Antigonish NS,B2G 3B6,902-867-8800,902-867-8804,april.weaver@srce.ca
2019-2020,52,Strait Regional Centre for Education,932,Bayview Education Centre,PO Box 148,Port Hood NS,B0E 2W0,133 Company Rd,Port Hood NS,B0E 2W0,902-787-5220,902-787-5224,lisa.maceachern@srce.ca
2019-2020,52,Strait Regional Centre for Education,974,Cape Breton Highlands Education Centre/Academy,PO Box 3,Margaree Harbour NS,B0E 2B0,11070 Cabot Trail,Terre Noire NS,B0E 1C0,902-235-7500,902-235-7504,angela.mackinnon@srce.ca
2019-2020,52,Strait Regional Centre for Education,986,Chedabucto Ed Centre/Guysborough Academy,PO Box 19,Guysborough NS,B0H 1N0,27 Green St,Guysborough NS,B0H 1N0,902-533-4006,902-533-3554,barbara.avery@srce.ca
2019-2020,52,Strait Regional Centre for Education,930,Dalbrae Academy,PO Box 220,Mabou NS,B0E 1X0,11156 Hwy 19 SW Mabou,Mabou NS,B0E 1X0,902-945-5325,902-945-5329,carol.smith@srce.ca
2019-2020,52,Strait Regional Centre for Education,707,Dr. John Hugh Gillis Regional High,105 Braemore Ave,Antigonish NS,B2G 1L3,105 Braemore Ave,Antigonish NS,B2G 1L3,902-863-1620,902-863-8284,jack.macdonald@srce.ca
2019-2020,52,Strait Regional Centre for Education,975,East Antigonish Education Centre/Academy,10128 Rte 4,Monastery NS,B0H 1W0,10128 Rte 4,Monastery NS,B0H 1W0,902-232-2810,902-232-3829,richard.britten@srce.ca
2019-2020,52,Strait Regional Centre for Education,484,East Richmond Education Centre,PO Box 219,St. Peter`s NS,B0E 3B0,9359 Pepperell St,St. Peter`s NS,B0E 3B0,902-535-2066,902-535-3166,sonya.sauve@srce.ca
2019-2020,52,Strait Regional Centre for Education,266,Fanning Education Centre/Canso Academy,129 Tickle Rd,Guysborough NS,B0H 1H0,129 Tickle Rd,Guysborough NS,B0H 1H0,902-366-2225,902-366-3502,jeff.george@srce.ca
2019-2020,52,Strait Regional Centre for Education,471,Felix Marchand Education Centre,PO Box 767,Louisdale NS,B0E 1V0,380 Main St,Louisdale NS,B0E 1V0,902-345-2560,902-345-2868,lois.landry@srce.ca
2019-2020,52,Strait Regional Centre for Education,143,H.M. MacDonald Elementary School,RR3 2811 Hwy 245,Maryvale NS,B2G 2J1,2811 Hwy 245,Maryvale NS,B2G 2J1,902-863-2096,902-863-0616,trevor.macisaac@srce.ca
2019-2020,52,Strait Regional Centre for Education,1106,Inverness Education Centre/Academy,PO Box 580,Inverness NS,B0E 1N0,59 Veterans Memorial Crt,Inverness NS,B0E 1N0,902-258-3700,902-258-3899,peter.goosens@srce.ca
2019-2020,52,Strait Regional Centre for Education,390,Pleasant Bay School,456 Pleasant Bay Rd,Pleasant Bay NS,B0E 2P0,456 Pleasant Bay Rd,Pleasant Bay NS,B0E 2P0,902-224-2365,902-224-2080,angela.mackinnon@srce.ca
2019-2020,52,Strait Regional Centre for Education,931,Richmond Education Centre/Academy,PO Box 599,Louisdale NS,B0E 1V0,3238 Whiteside Rd,Louisdale NS,B0E 1V0,902-345-4949,902-345-4948,lois.landry@srce.ca
2019-2020,52,Strait Regional Centre for Education,152,St. Andrew Junior School,2 Appleseed Dr,Antigonish NS,B2G 3B6,2 Appleseed Dr,Antigonish NS,B2G 3B6,902-863-3046,902-863-2273,glenn.austen@srce.ca
2019-2020,52,Strait Regional Centre for Education,149,St. Andrews Consolidated School,3892 Hwy 316,St. Andrews NS,B0H 1X0,3892 Hwy 316,St. Andrews NS,B0H 1X0,902-863-2512,902-863-6840,kirk.johnstone@srce.ca
2019-2020,52,Strait Regional Centre for Education,1160,St. Mary's Education Centre/Academy,PO Box 292,Sherbrooke NS,B0J 3C0,121 Old Rd Hill,Sherbrooke NS,B0J 3C0,902-522-2035,902-522-2336,mike.macisaac@srce.ca
2019-2020,52,Strait Regional Centre for Education,655,Strait Area Education and Recreation Centre,304 Pitt St Unit 1,Port Hawkesbury NS,B9A 2T9,304 Pitt St Unit 1,Port Hawkesbury NS,B9A 2T9,902-625-1929,902-625-1868,rob.allen@srce.ca
2019-2020,52,Strait Regional Centre for Education,936,Tamarac Education Centre,57 Tamarac Dr,Port Hawkesbury NS,B9A 3G2,57 Tamarac Dr,Port Hawkesbury NS,B9A 3G2,902-625-6650,902-625-6654,melaniem.macdonald@srce.ca
2019-2020,52,Strait Regional Centre for Education,388,Whycocomagh Education Centre,PO Box 160,Whycocomagh NS,B0E 3M0,50 Norman McLeod Rd,Whycocomagh NS,B0E 3M0,902-756-2441,902-756-3882,rick.welton@srce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,639,A. G. Baillie Memorial School,477 Victoria Ave Ext,New Glasgow NS,B2H 1X1,477 Victoria Ave Ext,New Glasgow NS,B2H 1X1,902-755-8240,902-755-8255,mcneilap@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,248,Advocate District School,PO Box 62,Advocate Harbour NS,B0M 1A0,3521 Hwy 209,Advocate NS,B0M 1A0,902-392-3400,902-392-3401,dickinsond@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,705,Amherst Regional High School,190 Willow St,Amherst NS,B4H 3W5,190 Willow St,Amherst NS,B4H 3W5,902-661-2540,902-661-2535,stubberta@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,1194,Bible Hill Consolidated School,103 Pictou Rd,Truro NS,B2N 2S2,103 Pictou Rd,Truro NS,B2N 2S2,902-896-5511,902-896-5516,fougerekj@ccrce.ca
2019-2020,53,Chignecto Central Regional Centre for Education,7,Bible Hill Junior High School,741 College Rd,Truro NS,B2N 5Y9,741 College Rd,Truro NS,B2N 5Y9,902-896-5500,902-896-5504,thomsontw@ccrce.ca
